-0.0589161571566129, -0.0021763721417341333
-0.2355815084252842, -0.005487824735820206
-0.4948267377229937, -0.00480025492193889
-0.8056531613019511, -0.0038598285534443546
-1.1804904678748076, -0.005219696031182998
-1.6289840908623274, -0.013186658841771344
-2.0848184631379314, -0.019467314087330958
-2.4531591131738137, -0.009288305373109047
-2.7158552949112464, -0.0028647690588911156
-2.911103565452585, -0.003582582992655531
-3.026844071948181, -0.0040999467991438615
-3.0339767431047604, -0.0015119559009114584
-2.928654404202999, -0.0023883904761280443
-2.7081548224336234, -0.00873097123518132
-2.4082666172035974, -0.008501016291826282
-2.084249728588262, -0.0038349436497410578
-1.711533884603296, -0.006345014636804274
-1.2865956830453493, -0.014214826763914803
-0.8882917011452726, -0.012376359455357143
-0.5884687973630547, -0.004757596402834441
-0.4175629065437954, -0.0013853463386951665
-0.326030571407801, -0.0013229883278525888
-0.2913764016605348, -0.0021492891014269753
-0.38367820827459637, -0.0012110209716449502
-0.637452969931123, -0.006614518642283735
-0.978516081770446, -0.010116249304284739
-1.3258147374863105, -0.006091727816657974
-1.672652002890472, -0.004624809863722344
-2.033407669991517, -0.007053739414898593
-2.3905414376804455, -0.01433137211275996
-2.6657141192343294, -0.008919136359501461
-2.8220350947286583, -0.001567281325657371
-2.891336319480781, -0.001216822488597971
-2.8878537911811106, -0.001208339634804868
-2.805382643515124, -0.0012000514391836453
-2.6283863821499294, -0.002363473345516738
-2.3449806508286493, -0.010880267804842211
-1.9959141514796916, -0.01194524067360545
-1.6579378970885494, -0.005149520325870852
-1.3357487773592205, -0.003802229934673829
-1.0056670905862413, -0.006417417540427802
-0.696401972940233, -0.009571790492460746
-0.4884771836479155, -0.00417122923007169
-0.4324468054180843, -0.0012672321921874611
-0.47725914876502157, -0.0020592228825969745
-0.569611431170095, -0.0012632929736035713
-0.7334901796422157, -0.0013375544142259078
-1.0143466057895942, -0.005133070602091394
-1.3775406171997104, -0.011729661658299915
-1.7411049651597266, -0.010726635900302943
-2.046160005263866, -0.0037609958206590603
-2.3186356371185903, -0.003574819173430111
-2.5690477187011616, -0.007368031101282032
-2.7495503216303323, -0.006157318190407817
-2.825344507178954, -0.0015545025751563491
-2.7992243312522476, -0.0019410418645166194
-2.6902396535263464, -0.0029347872605875033
-2.528550794683893, -0.0021490020315695652
-2.3110680060632753, -0.0018191183560735073
-2.0048910892106253, -0.008668142152680174
-1.6453996733469265, -0.013178217876921578
-1.31358862603342, -0.00661911948262996
-1.0424205836322764, -0.003134325482813745
-0.8233104621370849, -0.002141220870191872
-0.6300039440528189, -0.0041467133485706496
-0.5030228128482912, -0.0040800421396581
-0.5304425667860652, -0.0014974031166726434
-0.6797583493279025, -0.00432156463334323
-0.8716231562854744, -0.0029985554479061366
-1.096973140590235, -0.0022375085082935193
-1.3733412805143161, -0.0032873348951811465
-1.715802306945159, -0.00964531193052838
-2.0563600335957073, -0.012637632067475438
-2.321279136403971, -0.004788309235551112
-2.5070216223885065, -0.0014995494014123315
-2.655282172933117, -0.002896294336859167
-2.741296998442114, -0.002857227490255225
-2.7419638828399915, -0.001391452145718472
-2.6487116411940335, -0.0021592921781133654
-2.456031966641052, -0.007268187896436396
-2.2257248583818594, -0.004402485950851416
-1.9800060285300356, -0.0023567083338675264
-1.690116376499452, -0.004545178892943231
-1.3586201360499648, -0.010297553695755014
-1.0584007417443209, -0.00760443745115932
-0.8377577800062436, -0.00304771487329378
-0.7184039162309582, -0.0012113617917010875
-0.6519062310759712, -0.0012516075074405935
-0.6205181204534811, -0.0024847842460714352
-0.7029567033300334, -0.001279886495606961
-0.9093183310693346, -0.005446783940776713
-1.1783029323057603, -0.006578628569435691
-1.4475701583435687, -0.004425808039284046
-1.7112999577093788, -0.0026609965694302734
-1.9926065325746392, -0.004805296844210506
-2.281853884961986, -0.011076606916095195
-2.495940201072008, -0.005280728394855127
-2.6147291065296336, -0.0013665463186259697
-2.665622284461424, -0.0012010047288962932
-2.658568278966592, -0.0012010306376007362
